review,sentiment,clean_review,review_len_raw,review_len_clean
"It is quite rare that a movie comes along that is so useless, that I with IMDb allowed the use of negative scores. In fact, I reflect back upon this movie and I truly cannot think of a movie that had so little going for it. Acting: Your Kidding right. Direction: No. A plot: No. This movie has nothing going for it if you take it as a serious movie, this is often the case with movies of this genre, but most movies of this nature can be watch as if they are a comedy and you can laugh at how pathetic the characters and situations are and almost get your times worth. This movie is so empty, that it cannot even suit that purpose. I have to give this a -1/10, three points lower then any other movie I have ever rated. I truly feel that the staff involved in this movie should pay me for the 83 minutes I spent watching it. I do not really have the words to describe how bad this is. No one should ever watch this for any reason again.",negative,quite rare movie comes useless imdb allowed use negative scores fact reflect movie truly think movie little going acting kidding right direction plot movie going movie case movies genre movies nature watch comedy laugh pathetic characters situations times worth movie suit purpose points lower movie rated truly feel staff involved movie pay minutes spent watching really words bad watch reason,187,60
"All the bare chested women in the world couldn't keep me from hitting the stop button about a third of the way through this awful rubbish. With the derisory acting, equally terrible script plus the poor CGI FX to match; this movie is an insult to the Werewolf genre. It is supposed to be serious, which in itself would be funny if this film could even make it to the level of being a bad joke.<br /><br />This is one of those movies where the people behind the camera are obviously competent but are too lazy to make something even one quarter decent. Avoid at all costs and watch one of the classic Werewolf movies instead.<br /><br />0 out of 10!",negative,bare chested women world couldn hitting stop button way awful rubbish derisory acting equally terrible script plus poor cgi fx match movie insult werewolf genre supposed funny film make level bad joke movies people camera obviously competent lazy make quarter decent avoid costs watch classic werewolf movies instead,121,48
"***SPOILERS*** ***SPOILERS*** Well, seeing as I am a major H:LOTS fan, maybe I liked the movie more than normal people would. However, this movie is still excellent. It had tons of surprises, and it gave some more closure to the series. While I was sad that Bayliss turned into a murderer, the overall feeling I felt was satisfied.",positive,spoilers spoilers seeing major lots fan maybe liked movie normal people movie excellent tons surprises gave closure series sad bayliss turned murderer overall feeling felt satisfied,58,26
"Here is proof of why Mary Pickford was `America's Sweetheart.' In this rather complex drama, Mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the `hill-toppers.' The scenes where they steal a kiss and otherwise fall in love are simply delightful. She is even willing to take a bath. That Mary could pull this role off at the age of 30 is simply amazing and somewhat due to her diminutive stature (5').<br /><br />Tess must face numerous physical and emotional challenges. She does so with spunk not seen in many heroines of the time. Tess packs a wallop and is not shy about fighting with anyone. Why she agrees to help the `hill-topper' daughter is beyond me, but she sacrifices her own happiness in order to keep a deep secret. Pickford's close ups are wonderful.<br /><br />Danish-born Jean Hersholt is simply wonderful as the villain. The scene in which he manhandles a small baby is enough to make you throw vegetables (or whatever) at the movie screen. If Forrest Robinson (who plays Daddy Skinner) had worn a beard, he would have been a match for the model used in those World War I recruiting posters of Uncle Sam  Wants You!<br /><br />Although the story is somewhat predictable and slow in the beginning, it is worth the investment in your time to see the piece or pure `Americana.' The film highlights choices available to us all involving making someone else happy and what it is to be a real Christian. Recommended.",positive,proof mary pickford america sweetheart complex drama mary plays young daughter squatter dare dream relationship son hill toppers scenes steal kiss fall love simply delightful willing bath mary pull role age simply amazing somewhat diminutive stature tess face numerous physical emotional challenges does spunk seen heroines time tess packs wallop shy fighting agrees help hill topper daughter sacrifices happiness order deep secret pickford close ups wonderful danish born jean hersholt simply wonderful villain scene manhandles small baby make throw vegetables movie screen forrest robinson plays daddy skinner worn beard match model used world war recruiting posters uncle sam wants story somewhat predictable slow beginning worth investment time piece pure americana film highlights choices available involving making happy real christian recommended,263,120
"I think it's the sort of film you either love or hate and I'm really not the type to go in for arty movies. My mother rented ""mullhuland DR"" the other night and I nearly ran from the room, ha. But I love this film.<br /><br />We recorded ""The Beat"" one night when we had just let the tape run and got a great film that way by accident. Saved that tape and watched it a lot. I eventually got the VHS to add to my collection. I've watched it many times and at one point copied down the poems. I even tried to preform one scene for my high school drama class. She had said we could do any scene we wanted and just cut out the bad words. She refused to let me do it. If it could upset my drama teacher that much it has to be good :) Honest she never treated me the same after that.<br /><br />I liked the acting it came off very true and honest. It wasn't clean and polished but it was better than that. It was true to life, how anyone would truly behave and display emotions not how Hollywood does. It was great acting especially by the one playing Rex.<br /><br />The story was original. Not only do the characters get drawn into his world but you do too. Not your typical person meets inner city kids and saves them through knowledge film at all. Simply caring and friendship make things a bit better.<br /><br />The only thing is that even in the 80's there was more gun violence and less simple stuff like rock throwing but that little bit of innocence didn't hurt this film.<br /><br />I think it's a must see. you will either love or hate it but either way it makes an impact and that makes a good film that you will remember and talk about later.",positive,think sort film love hate really type arty movies mother rented mullhuland dr night nearly ran room ha love film recorded beat night just let tape run got great film way accident saved tape watched lot eventually got vhs add collection ve watched times point copied poems tried preform scene high school drama class said scene wanted just cut bad words refused let upset drama teacher good honest treated liked acting came true honest wasn clean polished better true life truly behave display emotions hollywood does great acting especially playing rex story original characters drawn world typical person meets inner city kids saves knowledge film simply caring friendship make things bit better thing gun violence simple stuff like rock throwing little bit innocence didn hurt film think love hate way makes impact makes good film remember talk later,322,138
"It's not awful but what a waste... Lousy gags, bad music, poor drawings and animation...<br /><br />Regarding the impressive number of animators and intervallists on this picture (from, hum... a hundred different studios throughout the world? Come on, how can you expect something coherent when doing an animated movie this way!) I wonder if one guy on the credits = one drawing! The lines are rough, the 3d work inadequate (I'm not against it, but not in this film) But the backgrounds are corrects. The storyline is rather dumb, far from the precise cleverness of the BD, and obviously aimed at an international audience. To distribute a movie all over the world doesn't mean to take everyone in the world for a simple-minded guy... A cultural object is far more interesting when challenging, even when it is a foreign movie (being french in this case it's even worse!).<br /><br />Some new stuff is doing well (the Olaf character, sometimes, like with the stone explanation, but it's not great) but the modern references are exasperating (music, SMS -not even a verbal joke, just a stupid bird named short message service: does anyone know imagination?). But, hey, it's a M6 / TPS production with some Celine Dion in it... pathetic.<br /><br />Asterix is underemployed and Obelix talks too much. Goudurix could be great (like in the book) but he is too clearly a ""cool guy"" having a love affair (with an uninteresting made up female character). In fact, only the vikings (wizard excepted) are funny. Too much action, not enough laughs. The best part of the movie are the end credits. Not the music, but the few stills it contains. BD style. Well, definitely, Asterix is not made to move!",negative,awful waste lousy gags bad music poor drawings animation regarding impressive number animators intervallists picture hum different studios world come expect coherent doing animated movie way wonder guy credits drawing lines rough work inadequate film backgrounds corrects storyline dumb far precise cleverness bd obviously aimed international audience distribute movie world doesn mean world simple minded guy cultural object far interesting challenging foreign movie french case worse new stuff doing olaf character like stone explanation great modern references exasperating music sms verbal joke just stupid bird named short message service does know imagination hey tps production celine dion pathetic asterix underemployed obelix talks goudurix great like book clearly cool guy having love affair uninteresting female character fact vikings wizard excepted funny action laughs best movie end credits music stills contains bd style definitely asterix,288,133
"CRY FREEDOM is an excellent primer for those wanting an overview of apartheid's cruelty in just a couple of hours. Famed director Richard Attenborough (GANDHI) is certainly no stranger to the genre, and the collaboration of the real-life Mr. and Mrs. Woods, the main white characters in their book and in this film, lends further authenticity to CRY FREEDOM. The video now in release actually runs a little over 2 and a half hours since 23 minutes of extra footage was inserted to make it a two part TV miniseries after the film's initial theatrical release. While the added length serves to heighten the film's forgivable flaws: uneven character development and blanket stereotyping in particular, another possible flaw (the insistence on the white characters' fate over that of the African ones) may work out as a strength. Viewing CRYING FREEDOM as a politically and historically educational film (as I think it should, over its artistic merits), the story is one which black Africans know only too well, though the younger generation may now need to see it on film for full impact. It is the whites who have always been the film's and the book's target audience, hopefully driving them to change. Now twelve years after the movie's production, CRY FREEDOM is in many ways a more interesting film to watch. Almost ten years after black majority rule has been at least theorically in place, 1987's CRY FREEDOM's ideals remain by and large unrealized. It therefore remains as imperative as ever for white South Africans, particularly the younger ones who have only heard of these actions to see it, and absorb the film's messages. In total contrast to American slavery and the Jewish Holocaust's exposure, South Africans' struggles have been told by a mere two or three stories: CRY FREEDOM, CRY THE BELOVED COUNTRY (OK, Count it twice if you include the remake), and SARAFINA (did I miss one?). All three dramas also clumsily feature American and British actors in both the white and black roles. Not one South African actor has played a major role, white, coloured, Indian or Black!). And yes I did miss another international South African drama, MANDELA and DEKLERK. Though this (also highly recommended) biopic was released after black majority rule was instituted, MANDELA was played by a Black American (Sidney Poitier, who also starred in the original S.A.-themed CRY THE BELOVED COUNTRY), while the Afrikaner DeKlerk was played by a (bald) very British Michael Caine, a good performance if you can dismiss that the very essence of Afrikanerdom is vehement anti-British feelings. Until local SABC TV and African films start dealing with their own legacy, CRY FREEDOM is about as authentic as you'll get. As villified as the whites (particularly the Afrikaners) are portrayed in the film, any observant (non-casual) visitor to South Africa even now in 1999, not to mention 1977 when CRY FREEDOM takes place, will generally find white's attitudes towards blacks restrained, even understated. Looking at CRY FREEDOM in hindsight, it is amazing that reconciliation can take place at all, and it is. But CRY FREEDOM at time shows not much has really changed in many people's minds yet, and that the Black Africans' goal to FREEDOM and reconciliation is still ongoing. This is why if you're a novice to the situation, CRY FREEDOM, is your best introduction.",positive,freedom excellent primer wanting overview apartheid cruelty just couple hours famed director richard attenborough gandhi certainly stranger genre collaboration real life mr mrs woods main white characters book film lends authenticity freedom video release actually runs little half hours minutes extra footage inserted make tv miniseries film initial theatrical release added length serves heighten film forgivable flaws uneven character development blanket stereotyping particular possible flaw insistence white characters fate african ones work strength viewing crying freedom politically historically educational film think artistic merits story black africans know younger generation need film impact whites film book target audience hopefully driving change years movie production freedom ways interesting film watch years black majority rule theorically place freedom ideals remain large unrealized remains imperative white south africans particularly younger ones heard actions absorb film messages total contrast american slavery jewish holocaust exposure south africans struggles told mere stories freedom beloved country ok count twice include remake sarafina did miss dramas clumsily feature american british actors white black roles south african actor played major role white coloured indian black yes did miss international south african drama mandela deklerk highly recommended biopic released black majority rule instituted mandela played black american sidney poitier starred original themed beloved country afrikaner deklerk played bald british michael caine good performance dismiss essence afrikanerdom vehement anti british feelings local sabc tv african films start dealing legacy freedom authentic ll villified whites particularly afrikaners portrayed film observant non casual visitor south africa mention freedom takes place generally white attitudes blacks restrained understated looking freedom hindsight amazing reconciliation place freedom time shows really changed people minds black africans goal freedom reconciliation ongoing novice situation freedom best introduction,557,276
"I did not have too much interest in watching The Flock.Andrew Lau co-directed the masterpiece trilogy of Infernal Affairs but he had been fired from The Flock and he had been replaced by an emergency director called Niels Mueller.I had the feeling that Lau had made a good film but it had not satisfied the study,so they fired him and hired another director.This usually does not work well (let's remember The Invasion).But The Flock resulted to be better than what I expected.It's not a great film but it's an interesting and entertaining thriller.The character development is very well done and I could know the characters very well.Also,the relationship between the two main characters is natural and credible.Richard Gere and Claire Danes bring competent performances.Now,let's go to the negative points.One element which really bothered me (there was a moment in which it irritated me) was the excess of edition tricks to give the movie more ""attitude"" and style.That tricks feel out of place and their presence is arbitrary.Plus,I think the film should have been more ambitious.In spite of that,I recommend The Flock as a good thriller.It's not memorable at all,but it's entertaining.",positive,did watching flock andrew lau directed masterpiece trilogy infernal affairs fired flock replaced emergency director called niels mueller feeling lau good film satisfied study fired hired director usually does work let remember invasion flock resulted better expected great film interesting entertaining thriller character development know characters relationship main characters natural credible richard gere claire danes bring competent performances let negative points element really bothered moment irritated excess edition tricks movie attitude style tricks feel place presence arbitrary plus think film ambitious spite recommend flock good thriller memorable entertaining,191,88
"I have this movie on a collection of inexpensive B-movies. It's not restored, in fact, the audio was difficult to discern for the first few minutes.<br /><br />At first, it seemed like a typical haunted house film, and feels very much like the forerunner of Clue, Murder by Death, House on Haunted Hill, etc.<br /><br />About a half hour into the film, the storyline takes a really interesting twist--and it goes from being a cliché melodrama to something entirely different, and far more entertaining than I had initially thought.<br /><br />Check it out, it's a great deal of fun, even if the long clips and wider shots (and near lack of music score) make it feel a bit creaky by today's standards.",positive,movie collection inexpensive movies restored fact audio difficult discern minutes like typical haunted house film feels like forerunner clue murder death house haunted hill half hour film storyline takes really interesting twist goes cliché melodrama entirely different far entertaining initially thought check great deal fun long clips wider shots near lack music score make feel bit creaky today standards,122,59
"'Heaven's Gate' is not a masterpiece, which apparently was what it needed to be upon first release to justify its great cost, and, more importantly, the continued uneasy reliance of Hollywood on the Auteur model of film-making. Yet 'Heaven's Gate', seen today at last on DVD in a cut of 229 minutes, is a superb film. It is a touch lethargic in pace. But at least it is paced. Quite apart from the incompetence of construction that marks many films today, there have been many films which, deliberate in form, have been severely damaged by being hacked down with no care for rhythm so the films become shapeless and confusing. Beyond this, the criticisms leveled at the film have become in retrospect quite lame. If the good guys and bad guys are too obviously pronounced for a serious film, and yes Sam Waterston's mustachioed, fur-clad villain is comic-opera (and not in the multi-leveled manner of Bill The Butcher from 'Gangs of New York'), and yes, the townsfolk do seem a touch 'Fiddler On The Roof' on occasions, then a few dozen serious films made since then, including 'Titanic' and the graceless 'Cold Mountain' (which bears certain similarities and is a notable failure in convincing qualities compared to this film) can be castigated for exactly the same reason. <br /><br />Also despite accusations, the film has a plot, quite a well-essayed plot at that. It simply does not bow to standard-form 'epic' quality, by providing Titan heroes, rafts of sub-plots and confusion. It experiments with telling in a manner more like much smaller, modest films, by carefully-caught moments of character interaction, and well-textured pageant-like explosions of communal action, as with the opening at Harvard and, most specially, the wonderful scene where the Johnson County folk, following the lead of a brilliantly physical fiddler, make celebration on roller-skates.<br /><br />'The Deer Hunter' was a critical and commercial success but abandoned the first half's inspired, mosaic-like accumulation of detail, and I think in a manner similar to criticism of Robert Penn Warren's novel 'All The King's Men' and its dictionary of Jacobean stunts, if Cimino had not had such a strong grasp of the conventions of Hollywood epics, he might have made a special rare work of art based in honest visualisation of people within their milieu. In contrast, 'Heaven's Gate' succeeds in screwing its narrative momentum and tension upwards in a slowly expanding arc, until the finale explodes, whilst not abandoning the mosaic approach.<br /><br />The central romantic triangle, for instance, resists standard inflections; a decent, intelligent, but psychically defeated man, James Averill (Kris Kristofferson) competes with a hot-shot but identity-challenged young gunman Nate Champion (Christopher Walken) for the hand of a young Madame, Ella Watson (Isabelle Huppert); there is no self-conscious bed-hopping, no slaps in the face, recriminations, or typical sad-sack moments, but more a sad and distanced decision by Ella to choose the younger man whom she loves less because he is ready to make the commitment. Ella emerges as the film's true hero (Huppert's performance, though initially awkward, is really quite excellent, balancing a dewy emotionalism with a hard-hammered spirit), attempting first to rescue Nate and then mustering the resistance party of immigrants into an enterprising defence. Subsequently, Averill is stung into action as friends die. Indeed, in the process of overcoming so many traps of cliché and style, 'Heaven's Gate' successfully and willfully throws off the defeated outsider-heroes grace note of so many '70s Westerns and portrays an eventual, vigorous, cheer-the-heroes rallying to a compromised but still relished victory. <br /><br />The social conflict of so many '70s Westerns at last hardens into a fully-fledged war; where capital attempts a crushing final victory over the miscreants who stand in their way, suddenly they find a massed and more-powerful people's army, led by the man who played the thoroughly-destroyed Billy the Kid a decade before. This is what led the film to be described as the first Marxist Western, but really it simply deflowers a theme of the genre extant well before the '60s. Such various and classic old-school works as William Wyler's 'The Westerner', and even 'Shane', tell awfully similar stories. It is simply here that the romantic myth of the gunslinger has been replaced by the romantic myth of the people's revolt. In a spectacular, exiting, but realistic and thus chaotic finale, the marauding Cattlemen's encampment is attacked, ringed by dust clouds punctuated by fallen horses, writhing bodies, and gunfire. Averill puts his classical education to work finally by stealing a Roman trick and bringing the Cattlemen to the brink of annihilation before they are rescued by the Cavalry (another distinctly seditious touch, but surely not so offensive after 'Little Big Man's unrelenting depiction of Native American massacres). Really, it's hard to think of a more heroically American vision of grassroots resistance. The film's only real dead spot stands as an unnecessary coda indicating Averill's eventual relapse, a rather potted piece of tragedy. <br /><br />Despite then certain failings and a slow mid-section, 'Heaven's Gate' is a supreme piece of work, a genuine attempt to create a contemporary Western and a new kind of epic. If one has to still join the chorus that reckons Cimino was absurd in his behaviour on set and expenditure, it is regretfully. When, today, flops like 'The Adventures of Pluto Nash' and 'K-19 - The Widowmaker' see nearly a hundred million dollars sink down the drain, and yet a tag of infamy still hangs on this film, one ponders what exactly its grim death signified. The attempt at original style, the bawdy sexuality, the very hard-won sense of detail, the breathtaking rigor of the film-making and what is being filmed, all throw into contrast what is sorely lacking in so much contemporary Hollywood product.",positive,heaven gate masterpiece apparently needed release justify great cost importantly continued uneasy reliance hollywood auteur model film making heaven gate seen today dvd cut minutes superb film touch lethargic pace paced quite apart incompetence construction marks films today films deliberate form severely damaged hacked care rhythm films shapeless confusing criticisms leveled film retrospect quite lame good guys bad guys obviously pronounced film yes sam waterston mustachioed fur clad villain comic opera multi leveled manner butcher gangs new york yes townsfolk touch fiddler roof occasions dozen films including titanic graceless cold mountain bears certain similarities notable failure convincing qualities compared film castigated exactly reason despite accusations film plot quite essayed plot simply does bow standard form epic quality providing titan heroes rafts sub plots confusion experiments telling manner like smaller modest films carefully caught moments character interaction textured pageant like explosions communal action opening harvard specially wonderful scene johnson county folk following lead brilliantly physical fiddler make celebration roller skates deer hunter critical commercial success abandoned half inspired mosaic like accumulation think manner similar criticism robert penn warren novel king men dictionary jacobean stunts cimino strong grasp conventions hollywood epics special rare work art based honest visualisation people milieu contrast heaven gate succeeds screwing narrative momentum tension upwards slowly expanding arc finale explodes whilst abandoning mosaic approach central romantic triangle instance resists standard inflections decent intelligent psychically defeated man james averill kris kristofferson competes hot shot identity challenged young gunman nate champion christopher walken hand young madame ella watson isabelle huppert self conscious bed hopping slaps face recriminations typical sad sack moments sad distanced decision ella choose younger man loves ready make commitment ella emerges film true hero huppert performance initially awkward really quite excellent balancing dewy emotionalism hard hammered spirit attempting rescue nate mustering resistance party immigrants enterprising defence subsequently averill stung action friends die process overcoming traps cliché style heaven gate successfully willfully throws defeated outsider heroes grace note westerns portrays eventual vigorous cheer heroes rallying compromised relished victory social conflict westerns hardens fully fledged war capital attempts crushing final victory miscreants stand way suddenly massed powerful people army led man played thoroughly destroyed billy kid decade led film described marxist western really simply deflowers theme genre extant various classic old school works william wyler westerner shane tell awfully similar stories simply romantic myth gunslinger replaced romantic myth people revolt spectacular exiting realistic chaotic finale marauding cattlemen encampment attacked ringed dust clouds punctuated fallen horses writhing bodies gunfire averill puts classical education work finally stealing roman trick bringing cattlemen brink annihilation rescued cavalry distinctly seditious touch surely offensive little big man unrelenting depiction native american massacres really hard think heroically american vision grassroots resistance film real dead spot stands unnecessary coda indicating averill eventual relapse potted piece tragedy despite certain failings slow mid section heaven gate supreme piece work genuine attempt create contemporary western new kind epic join chorus reckons cimino absurd behaviour set expenditure regretfully today flops like adventures pluto nash widowmaker nearly million dollars sink drain tag infamy hangs film ponders exactly grim death signified attempt original style bawdy sexuality hard won sense breathtaking rigor film making filmed throw contrast sorely lacking contemporary hollywood product,963,528
"Having read the books and seen the 1982 Anthony Andrews/Jane<br /><br />Seymour version, I have to say that this is not good at all.<br /><br />According to the books, Percy is supposed to be a seemingly<br /><br />foppish aristocrat when he's being Percy, and witty and clever<br /><br />when he's being the Pimpernel, but here he just looks bored as<br /><br />Percy and mean as the Pimpernel. Marguerite is supposed to be<br /><br />the most beautiful woman in Europe, not a tired and frumpy-looking matron (she looks middle-aged, probably due to<br /><br />bad make-up). Richard E. Grant has done much better things, and<br /><br />Elizabeth McGovern's acting is uninspired and flat. The wit and<br /><br />dash of the books and the Andrews/Seymour film is here replaced<br /><br />by brawn and flashy editing that just don't make the cut. <br /><br /> I might add that to a person who hasn't seen any previous version<br /><br />or read the book, it would probably look ok.",negative,having read books seen anthony andrews jane seymour version say good according books percy supposed seemingly foppish aristocrat percy witty clever pimpernel just looks bored percy mean pimpernel marguerite supposed beautiful woman europe tired frumpy looking matron looks middle aged probably bad make richard grant better things elizabeth mcgovern acting uninspired flat wit dash books andrews seymour film replaced brawn flashy editing just don make cut add person hasn seen previous version read book probably look ok,164,77
"""Fool for Love"" is one of the several now forgotten films Robert Altman directed throughout the 1980s. This one, a screen adaptation of a Sam Shepard play that features Shepard in the lead role, just simply isn't very good. Altman made many not-very-good films over the course of his fascinating career, and many times the fault was his. But here I think the fault lies with Shepard for writing such a flimsy play. Altman's direction is assured, the performances are o.k. given what the actors have to work with, but this inconsequential screenplay goes nowhere, and takes its time getting there.<br /><br />Shepard is Eddie, a stuntman who has a love/hate relationship with May (Kim Basinger). The two fight endlessly over the course of an evening spent in some dusty motel in the middle of nowhere, while a mysterious man (Harry Dean Stanton) who may be either a figurative or literal father to both Eddie and May quietly observes. Randy Quaid rounds out the four-person cast as a gentleman caller.<br /><br />The only dramatic hook in the entire plot is the suggestion that Eddie's and May's relationship is incestuous. However, this hook feels more like a gimmick than anything. The screenplay doesn't explore their relationship in any detail, and it doesn't use their relationship to explore any more universal themes. Shepard and Basigner create eccentric, mannered characters who grow irritating within the first five minutes; Stanton and Quaid have little to do but provide reaction shots. <br /><br />The last half hour or so of the film is especially bad, when Eddie's and May's back stories begin to play out in flashback over monotone, somnolent voice over.<br /><br />Chalk this up to another of Altman's experiments gone awry.<br /><br />Grade: C-",negative,fool love forgotten films robert altman directed screen adaptation sam shepard play features shepard lead role just simply isn good altman good films course fascinating career times fault think fault lies shepard writing flimsy play altman direction assured performances given actors work inconsequential screenplay goes takes time getting shepard eddie stuntman love hate relationship kim basinger fight endlessly course evening spent dusty motel middle mysterious man harry dean stanton figurative literal father eddie quietly observes randy quaid rounds person cast gentleman caller dramatic hook entire plot suggestion eddie relationship incestuous hook feels like gimmick screenplay doesn explore relationship doesn use relationship explore universal themes shepard basigner create eccentric mannered characters grow irritating minutes stanton quaid little provide reaction shots half hour film especially bad eddie stories begin play flashback monotone somnolent voice chalk altman experiments gone awry grade,291,138
"A very sensitive topic--15 y/o girl abandoned by mother as a baby and who goes to visit her, continues to be ignored, is raped by her mom's boyfriend, becomes pregnant. There was not enough depth displayed of this situation. Too much of time is taken up on the chase with the truckers transporting the baby. (Interesting, this baby with asthma--you never see him cry-- except once--, be fed, have is diaper changed during the whole truck transport ordeal.) I would have liked to have seen more of the interrelationships, more focus on the fact that this girl was a minor--this should have stood up in court immediately.<br /><br />And this was a true story! It deserved a better telling than that!!<br /><br />If it weren't for the subject matter, I would have given this closer to a 0 rating. I rented this from the library. Only later I found out it was a made for TV movie. <br /><br />oh well",negative,sensitive topic girl abandoned mother baby goes visit continues ignored raped mom boyfriend pregnant depth displayed situation time taken chase truckers transporting baby interesting baby asthma fed diaper changed truck transport ordeal liked seen interrelationships focus fact girl minor stood court immediately true story deserved better telling weren subject matter given closer rating rented library later tv movie oh,161,59
"Despite what a lot of other people thought about the first movie, I really liked it. This one however. How to sum it up in one word?: This movie is (and here comes the word): CRAP!<br /><br />But let's look at it part by part: Here is the plot: Finally the old queen has been removed from her castle, but her successor: Snow white has problems of another sort: The Court-Jester, Father of her son, has gone astray, as the super, Spliss, goes to the extreme, to battle his gray hair and sells the royal offspring for some blond and full hair. In her desperation Snow white seeks the help of Bubi (Otto Walkees),who must first find his other six dwarf companions and then try to find the royal offspring or at least try to find the name of Rumpelstiltskin.<br /><br />The whole plot seems to have been written on a weekend, where the writers were very drunk but were just under pressure from the studio to write the screenplay. <br /><br />Yes, there are some good jokes. Even for fans of the first part, or for fans of any of the other actors, it's really not worth buying the the DVD. Believe me. <br /><br />The only thing, that at least kind of saves the movie from complete oblivion, are the performances of some of the actors. That's why I gave the move 3/10. Sadly, the script is so bad that none of the actors or all of them combined can make up for the bad story.<br /><br />For example, at one point, they even cross over in our reality, and sadly.. they don't do anything funny while being here. <br /><br />Still, a lot of great actors in this movie: Otto Waalkes, Ralf Schmitz, Martin Schneider, Nina Hagen, Cosma Shiva Hagen, (Especially funny): Rüdiger Hoffmann as the mirror, Helge Schneider and many more but sadly all these comedians aren't able to bring this really bad script to life. <br /><br />Maybe it is a treat for some hardcore fans but for regular movie goers or by now DVD Renters or buyers it's not worth the money. <br /><br />I even regret renting the movie.",negative,despite lot people thought movie really liked sum word movie comes word crap let look plot finally old queen removed castle successor snow white problems sort court jester father son gone astray super spliss goes extreme battle gray hair sells royal offspring blond hair desperation snow white seeks help bubi otto walkees dwarf companions try royal offspring try rumpelstiltskin plot written weekend writers drunk just pressure studio write screenplay yes good jokes fans fans actors really worth buying dvd believe thing kind saves movie complete oblivion performances actors gave sadly script bad actors combined make bad story example point cross reality sadly don funny lot great actors movie otto waalkes ralf schmitz martin schneider nina hagen cosma shiva hagen especially funny rüdiger hoffmann mirror helge schneider sadly comedians aren able bring really bad script life maybe treat hardcore fans regular movie goers dvd renters buyers worth money regret renting movie,366,150
"This movie is sort of similar to ""Better Off Dead"" as it has some of the same stars. This one though isn't quite as good. Granted it is rather funny and enjoyable, there is something about ""Better...that I like, well better. This one has these guys going to Nantucket to spend there summer vacation. While there they meet this girl who's trying to save here house from this guy who wants to turn it into a lobster restaurant. This guy really doesn't seem to like lobsters, cause in one scene he sticks it into boiling water and puts in a stethoscope so he can hear it scream. The main character is torn between this girl and the girl of the son of the guy who wants to make the restaurant. Somehow or another this leads to a big boat race showdown, kind of like in ""Summer Rental"" though it works a bit better here and fits into the plot a little better. Though what is the deal with boat races at this time? Was there some weird fascination with them? For the most part this movie delivers laughs at a good clip, but ""Better Off Dead"" was still better cause it was the first and the jokes worked better.",positive,movie sort similar better dead stars isn quite good granted funny enjoyable better like better guys going nantucket spend summer vacation meet girl trying save house guy wants turn lobster restaurant guy really doesn like lobsters cause scene sticks boiling water puts stethoscope hear scream main character torn girl girl son guy wants make restaurant leads big boat race showdown kind like summer rental works bit better fits plot little better deal boat races time weird fascination movie delivers laughs good clip better dead better cause jokes worked better,209,89
"I walked into the movie theater, with no expectations for the film I was about to witness, ""Everything is Illuminated"". I walked out with a joy I have barely come to feel with American films. The directorial debut of actor, Leiv Schreiber, the film follows a man on his journey through the past, accompanied by an eccentric group including a brake-dancing barely English-speaking punk from the Eukraine, his grandfather who believes he is blind, and their crazy dog. The first half of the film is funny and smart with an extremely European flavor in the usage of small but wonderful characters, while the second half of the film descends into a somber story of discovery and the holocaust. This little movie brings out so many emotions, and so many colors, with such a wonderful conclusion and is more than just a story of illumination, but also of relationships and connections. The acting is incredibly powerful, the story mysterious and interesting, and the artistic appeal of the cinematography, to die for. With some brilliant and absolutely touching scenes ""Everything is Illuminated"" managed to capture my heart.",positive,walked movie theater expectations film witness illuminated walked joy barely come feel american films directorial debut actor leiv schreiber film follows man journey past accompanied eccentric group including brake dancing barely english speaking punk eukraine grandfather believes blind crazy dog half film funny smart extremely european flavor usage small wonderful characters second half film descends somber story discovery holocaust little movie brings emotions colors wonderful conclusion just story illumination relationships connections acting incredibly powerful story mysterious interesting artistic appeal cinematography die brilliant absolutely touching scenes illuminated managed capture heart,185,89
"Buster Keaton was arguably at his most enjoyable when he did short 20 minute films, and they don't come more rib-ticklingly funny than this gem. The dead pan comic gets involved in a photographic mix-up with a wanted felon. This leads to his elaborate evasion of several street cops and fellow passengers who recognise the his face from the ""Wanted"" signs. The Goat is choc-a-bloc with brilliant site gags, from the opening scene at the bread queue, right up to the wonderful elevator chase at the end. A Keaton film never feels as though its silence is lacking, as sound is never something you needed with him. His movies explain themselves through the wonderful (yet incredibly dangerous) things he did to himself. It isn't hard to see just how influential he really was - the man is every bit as thoroughly amazing today as he was in 1921.",positive,buster keaton arguably enjoyable did short minute films don come rib ticklingly funny gem dead pan comic gets involved photographic mix wanted felon leads elaborate evasion street cops fellow passengers recognise face wanted signs goat choc bloc brilliant site gags opening scene bread queue right wonderful elevator chase end keaton film feels silence lacking sound needed movies explain wonderful incredibly dangerous things did isn hard just influential really man bit thoroughly amazing today,148,73
